id,board_type,contents,created_at,deleted_at,like_count,title,updated_at,view_count,club_id,file_id,member_id
159,1,벤치프레스 5kg 증량 성공했습니다!,2026-03-20 18:40:00,,21,벤치 증량 성공,2026-03-20 18:55:00,117,10,,21
136,1,저녁은 샐러드와 삶은 계란으로 가볍게 먹었습니다. 삶의 질이 하락하네요. 당분이 극심하게 필요하고 이건 아닌거 같고 진짜 짜증나네요.,2026-03-06 19:30:00,,54,저녁 식단 이거 맞나요...,2026-03-06 19:40:00,22,10,,28
142,1,"아침 공복 유산소 25분 진행했습니다.
왜 했는지 모르겠네요.",2026-03-10 07:20:00,,6,공복 유산소,2026-03-10 07:35:00,31,10,,24
160,1,저녁은 현미밥과 생선 위주로 먹었습니다.,2026-03-21 19:20:00,,7,저녁 식단,2026-03-21 19:30:00,46,10,,22
161,1,전신 서킷 트레이닝 30분 완료했습니다. 체력 많이 늘었네요.,2026-03-22 18:00:00,,16,전신 서킷 완료,2026-03-22 18:12:00,89,10,,23
162,1,식단 10일째 유지 중입니다. 아직은 잘 버티고 있어요.,2026-03-23 08:10:00,,10,식단 유지 기록,2026-03-23 08:20:00,57,10,,24
163,1,하체 운동 너무 힘들어서 중간에 포기할 뻔했습니다.,2026-03-23 19:00:00,,13,하체 데이 후기,2026-03-23 19:15:00,73,10,,25
165,1,등 운동 루틴 변경해봤는데 자극이 훨씬 좋네요.,2026-03-24 18:30:00,,18,등 루틴 변경,2026-03-24 18:45:00,96,10,,27
166,1,오늘은 휴식일이라 가볍게 폼롤러만 했습니다.,2026-03-25 20:00:00,,5,휴식일 기록,2026-03-25 20:10:00,28,10,,28
167,1,"점심은 두부 샐러드, 저녁은 닭가슴살로 마무리했습니다.",2026-03-26 19:10:00,,11,식단 공유,2026-03-26 19:20:00,62,10,,29
132,1,하체 데이였습니다. 스쿼트 80kg 도전 성공!,2026-03-04 19:00:00,,199,하체 운동 완료,2026-03-04 19:12:00,95,10,,24
129,1,아침 공복 러닝 20분 완료했습니다. 땀 제대로 흘렸네요.,2026-03-03 07:30:00,,8,아침 러닝 완료,2026-03-03 07:45:00,340,10,,21
164,1,"아침 공복 걷기 40분 다녀왔습니다.
내일은 4분",2026-03-24 07:15:00,,6,공복 걷기,2026-03-24 07:25:00,35,10,,26
43,1,저녁은 닭가슴살입니다. 그게 뭔데 하 당분! 과자! 버터링!!!!,2026-03-27 18:00:00,,25,저녁 식단 안해 진짜 하하하하하하하ㅏ하하하하핳,2026-02-21 18:10:00,300,10,42.0,30
168,1,오늘 루틴 전부 완료했습니다. 뿌듯하네요!! 근데 운동을 꼭 해야만 하는 이유는 뭔지 궁금합니다,2026-03-26 21:00:00,,14,운동을 정말 하기 싫어하는 사람....,2026-03-26 21:12:00,78,10,,30
